,date,country,local,industry_sector,accident_level,potential_accident_level,gender,employee_type,critical_risk,description,year,month,day,weekday,week_of_year,quarter,description_processed
324,2017-02-08,Country_01,6,Metals,1,I,Male,Third Party (Remote),Manual Tools,"Performing carpentry work, the collaborator hit the second finger of the left hand with the hammer, which he held with his right hand, causing a bruise at the height of the nail. The evaluation was carried out at the medical center of the unit, the final diagnosis being contusion on the finger.",2017,2,8,Wednesday,6,1,carpentry collaborator hit second finger left hand hammer held right hand bruise height nail evaluation carried unit final diagnosis contusion finger
325,2017-02-13,Country_02,8,Metals,2,III,Male,Employee,Pressed,"While preparing to mount polypropylene tubing, the employee pulled the pickup from the truck and positioned it in place, pressing the finger between the tube and the concrete wall.",2017,2,13,Monday,7,1,preparing mount polypropylene tubing pulled pickup truck positioned place pressing finger tube concrete wall
326,2017-02-13,Country_02,5,Metals,1,IV,Male,Employee,Projection,"During the maintenance of the peristaltic pump 02BP0166 to change the internal hose, the rupture tubing of the reserve pump 02BP0167 ruptured after it started to operate, designing solution heated towards the employee, reaching his left forearm causing irritation in the skin.",2017,2,13,Monday,7,1,maintenance peristaltic pump bp change internal hose rupture tubing reserve pump bp ruptured started operate designing solution heated towards reaching left forearm irritation skin
327,2017-02-13,Country_02,5,Metals,3,IV,Male,Employee,Burn,"During the maintenance of the peristaltic pump 02BP0166 to change the internal hose, the rupture tubing of the reserve pump 02BP0167 was disrupted, after it started to operate, designing solution heated towards the employee, reaching his left forearm, causing a burn .",2017,2,13,Monday,7,1,maintenance peristaltic pump bp change internal hose rupture tubing reserve pump bp disrupted started operate designing solution heated towards reaching left forearm burn
328,2017-02-14,Country_01,3,Mining,4,V,Male,Third Party,Pressed,"In the Nv. 3370, CX 212 - South, when the Mechanic loosens a through bolt of the intermediate cardan protector of the Dumper 01, the protector is released and imprisons the first finger of the left hand against the connector of the hydraulic steering cylinder (Position 2) .",2017,2,14,Tuesday,7,1,south mechanic loosens bolt intermediate cardan protector dumper protector released imprisons first finger left hand connector hydraulic steering cylinder position
329,2017-02-15,Country_03,10,Others,1,I,Male,Third Party,Venomous Animals,"On 02/15/2017 at 3:27 pm, when performing the Magnetometric using GPS, the collaborator Antônio bumped the top of the field hat on a branch and was attacked by maribondos. He was bitten behind the ear and another on the shoulder, but he continued his activity because he felt no pain or swelling.",2017,2,15,Wednesday,7,1,magnetometric using gps collaborator antnio bumped top field hat branch attacked maribondos bitten behind ear another shoulder continued felt pain swelling
330,2017-02-16,Country_01,3,Mining,1,II,Female,Third Party (Remote),Fall,"By averaging 8:23 am at the offices of Ajani, Liliana prepares to store folders in the warehouse, to go to the place it comes out of the iglu, when going down the two steps it does so diagonally so it sits the left foot on the edge of the second step causing the foot to bend Left inward, it stabilizes quickly avoiding falling to the ground.",2017,2,16,Thursday,7,1,averaging office ajani liliana prepares store folder warehouse go place come iglu going step diagonally sits left foot edge second step foot bend left inward stabilizes quickly avoiding falling ground
331,2017-02-17,Country_01,4,Mining,1,III,Male,Third Party,Projection/Manual Tools,"the moment of extracting the bolts of the CHUCK of rotation unit VSD 01; in the instant that is made hits with the rope of 6Lbs. the base of the support bolts, a fragment of the metal structure is projected, impacting the face of the mechanic Freddy the described injury.",2017,2,17,Friday,7,1,extracting bolt chuck rotation unit vsd instant hit rope lb base bolt fragment metal structure projected impacting face mechanic freddy injury
332,2017-02-17,Country_01,1,Mining,1,III,Male,Employee,Chemical substances,"Once the painting of the pumping pipe has been completed, the person involved involuntarily touches his face, with his hand (with gloves) full of paint, and to clean himself he makes use of a dry industrial cloth and begins to rub his face, for a period of time from 30 to 40 seconds continuously, until finally the paint on the face is cleaned, this friction generates the described injury.",2017,2,17,Friday,7,1,painting pumping pipe completed person involved involuntarily touch face hand glove full paint clean make dry industrial cloth begin rub face period second continuously finally paint face cleaned friction generates injury
333,2017-02-17,Country_01,1,Mining,1,IV,Male,Third Party,Projection,"At the conclusion of the unloading of ore with the AMP-819 plate tipper, in the pit 01, the driver notices that a stretch of support mesh is stuck in the hopper hatch; then the driver gets off his equipment (with the hopper lifted) to remove with his hands this mesh, when generating force, fine particles of rock fall and one of them is impregnated in the eye of the injured. At the time of the incident, the injured person used his measuring glasses and did not have any surcharges.",2017,2,17,Friday,7,1,conclusion unloading ore amp plate tipper pit driver notice stretch mesh stuck hopper hatch driver get equipment hopper lifted remove hand mesh force fine particle rock fall impregnated eye injured incident injured person used measuring glass surcharge
334,2017-02-23,Country_01,4,Mining,4,IV,Male,Third Party,Vehicles and Mobile Equipment,"Mr. Walter was putting his tools in the hopper of the Atlas truck that was parked on the cruise 320 of Level 1850 OB2B, then the mining operations van arrived driven by Engineer parked behind the truck of Atlas to approximately 3 meters and without having placed the safety block went to request the data of the drilling, later the assistant of the SIMBA 04 opened the gate, dropping the bit into the hopper of the mine truck and untimely the vehicle He moved forward, pinning the mechanic's right leg.",2017,2,23,Thursday,8,1,walter putting tool hopper atlas truck parked cruise level obb mining operation van arrived driven engineer parked behind truck atlas without placed safety block went request data drilling later assistant simba opened gate dropping bit hopper mine truck untimely vehicle moved forward pinning mechanic right leg
335,2017-02-23,Country_02,7,Mining,1,III,Male,Third Party (Remote),Venomous Animals,"During the transport of pieces of wood with the aid of a wheelbarrow, the employee felt a prick in the right leg, at that moment stopped the activity, removed the leggings and when shaking the pants noticed that it was a small scorpion.",2017,2,23,Thursday,8,1,transport piece wood aid wheelbarrow felt prick right leg stopped removed legging shaking pant noticed small scorpion
336,2017-02-25,Country_01,1,Mining,4,IV,Male,Third Party (Remote),Fall,"During the mining cycle at the Chimney 410; before starting with the drilling work to anchor the lane of the alimak system, the collaborator squat to pick up a manual tool that is on the platform; it is at this moment that the jackleg team loses its position and projects towards the back of the collaborator generating the injury.",2017,2,25,Saturday,8,1,mining cycle chimney starting drilling anchor lane alimak system collaborator squat pick manual tool platform jackleg team loses position project towards back collaborator injury
337,2017-02-25,Country_01,1,Mining,1,III,Male,Employee,Projection,"In the support process, in circumstances that the assistant performs the Last cut in the transverse length of the mesh; The mesh generates a movement towards the operator and hits the face causing the described injury.",2017,2,25,Saturday,8,1,process assistant performs last cut transverse length mesh mesh generates movement towards operator hit face injury
338,2017-02-25,Country_03,10,Others,1,I,Male,Third Party,Venomous Animals,"On 02/25/2017 at 13:05 p.m., when assisting with GPS in the Magnetometric collaborator Gilvânio bumped the top of the field hat on a branch and was attacked by maribondos. The moths went towards his eyes, but due to the use of sunglasses, the attack in that region was prevented. The insects moved to the side of the face, getting caught between the ear and the back of the field hat, making the helper get two bites behind the ear. Gilvânio is allergic to Marimbondos bites, soon the activity was immediately paralyzed, we drove to the car, where the accident took his medicine (antiallergic already used in other situations out of work, indicated by another doctor) to avoid further swelling. Marcelo responsible for the project was also on the field in the mapping activity, was called on the radio immediately. The assistant felt good, but was taken to the emergency of the Hospital of Lavras do Sul, where he consulted the doctor, took antiallergic and was released around 15:20.",2017,2,25,Saturday,8,1,assisting gps magnetometric collaborator gilvnio bumped top field hat branch attacked maribondos moth went towards eye sunglass attack region prevented insect moved side face getting caught ear back field hat making helper get bite behind ear gilvnio allergic marimbondos bite soon paralyzed drove car accident took medicine antiallergic already used situation indicated another doctor avoid swelling marcelo responsible project also field mapping called radio assistant felt good taken emergency hospital lavras sul consulted doctor took antiallergic released around
339,2017-02-26,Country_01,1,Mining,1,III,Male,Third Party,Fall,"In moments when the staff of the IMPROMEC company was heading towards the 447 pique to support shotcrete casting jobs; One of the electricians does not identify a lane and water in the road, so his right leg enters the gutter of 0.8 m depth causing the injury. The service of the litorina was paralyzed for the entrance of this personnel.",2017,2,26,Sunday,8,1,staff impromec heading towards pique shotcrete casting job electrician identify lane water road right leg enters gutter depth injury service litorina paralyzed entrance personnel
340,2017-02-26,Country_02,7,Mining,1,IV,Male,Employee,Fall prevention,"The employee was descending the ladder after inspection of the milling cyclones, which gives access to the floor behind the mill 10 by platform # ISC-MG26 when the floor gave way and it fell from a height of approximately 1 meter and 70 meters (there is material / ore below the platform, decreasing the height of the fall impact).",2017,2,26,Sunday,8,1,descending ladder inspection milling cyclone give access floor behind mill platform iscmg floor gave way fell height meter material ore platform decreasing height fall impact
341,2017-02-27,Country_01,3,Mining,2,IV,Male,Third Party,remains of choco,"In the area of ​​Lloclla 50 meters from the sub-station Nro 4, under circumstances that the worker was preparing to pick up the rope from the floor, several fragments of rock slide down the slope of the hill, one of the 5 cm fragments of Diameter approximately impacts the face of the worker producing the aforementioned injury",2017,2,27,Monday,9,1,lloclla substation nro worker preparing pick rope floor several fragment rock slide slope hill fragment impact face worker producing aforementioned injury
342,2017-02-27,Country_02,2,Mining,3,IV,Male,Employee,Others,"When performing cleaning activity of the area near the 042-TC-06 - Grinding the employee was handling a block of triangular shaped rock measuring (b = 53cm x h = 42cm x e = 12cm). During the movement, he lost his balance by falling with the rock on the thumb of his left hand, injuring him.",2017,2,27,Monday,9,1,cleaning near tc grinding handling block triangular shaped rock measuring b e movement lost balance falling rock thumb left hand injuring
343,2017-03-01,Country_01,6,Metals,1,I,Male,Third Party (Remote),Others,"When carrying out refractory brick chopping activities, in order to place the support of the bus bar in section 70, a particle is detached, hitting the assistant's right arm that was one meter away from the work area, provoking him a wound in the arm, was treated at the medical center and returned to his usual duties.",2017,3,1,Wednesday,9,1,carrying refractory brick chopping order place bus bar section particle detached hitting assistant right arm meter away provoking wound arm treated returned usual duty
344,2017-03-02,Country_03,10,Others,1,I,Male,Third Party,Venomous Animals,"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site.",2017,3,2,Thursday,9,1,soil sampling region sta rafael danillo silva attacked bee test rushed away place rafael took bite chin chest neck hand glove took bite hand glove head danillo took bite left arm uniform first sketched allergy swelling sting site stopped evaluate site verifying test remained line left site
345,2017-03-02,Country_03,10,Others,1,I,Male,Third Party,Venomous Animals,"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site.",2017,3,2,Thursday,9,1,soil sampling region sta rafael danillo silva attacked bee test rushed away place rafael took bite chin chest neck hand glove took bite hand glove head danillo took bite left arm uniform first sketched allergy swelling sting site stopped evaluate site verifying test remained line left site
346,2017-03-02,Country_03,10,Others,1,I,Male,Third Party,Venomous Animals,"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site.",2017,3,2,Thursday,9,1,soil sampling region sta rafael danillo silva attacked bee test rushed away place rafael took bite chin chest neck hand glove took bite hand glove head danillo took bite left arm uniform first sketched allergy swelling sting site stopped evaluate site verifying test remained line left site
347,2017-03-04,Country_02,2,Mining,1,V,Male,Employee,Vehicles and Mobile Equipment,"The employee, who was hitchhiking, on the CEP 403 truck, equipment, he crossed the central canterio of the track to catch the key of the wheel loader with another operator who was stopped in the opposite direction. Upon returning to the truck, it was hit in the arm left by the loader tire that was traveling along the road and passed the CEP-403 on the right.",2017,3,4,Saturday,9,1,hitchhiking cep truck equipment crossed central canterio track catch key wheel loader another operator stopped opposite direction upon returning truck hit arm left loader tire traveling along road passed cep right
348,2017-03-06,Country_01,4,Mining,1,III,Male,Third Party (Remote),Fall,"Being 5:40 pm approx. when the collaborator Mr. Duval (sampler), was preparing to change and remove the buckets from the pulp samples of the plant courier, he slipped and fell to the ground supporting himself with the right hand generating the lesion described.",2017,3,6,Monday,10,1,collaborator duval sampler preparing change remove bucket pulp sample plant courier slipped fell ground supporting right hand lesion
349,2017-03-08,Country_03,10,Others,1,I,Male,Third Party,Others,"On 08/03/2017 at 3:30 PM, when performing MAG activity, the employee Murilo da Silva, when moving in the acquisition line, came across a small drainage (approximately 40cm wide), with small gap. As he traversed the drainage, the employee rested his right foot on the ravine that came to rest, causing the right ankle to twist. Soon after the twisting, the activities were paralyzed and the employee was taken to the local hospital, where an x-ray was taken and an examination made by the physician. No serious injury was found, only a small swelling, then released to normal activities.",2017,3,8,Wednesday,10,1,mag murilo silva moving acquisition line across small drainage wide small gap traversed drainage rested right foot ravine rest right ankle twist soon twisting paralyzed taken local hospital xray taken examination physician serious injury found small swelling released normal
350,2017-03-09,Country_01,3,Mining,1,V,Male,Third Party,Vehicles and Mobile Equipment,"At Level 3970 (Before -100) When the F6M 801 license plate went from level 3570 to surface, when the pilot trying to locate his radio to answer a call from the concrete plant is distracted and crashes his vehicle against the left gable and the vehicle turns to the right side. When this happens, the copilot hits his right hand against a fragment of broken glass in the window on the right side of the vehicle.",2017,3,9,Thursday,10,1,level fm license plate went level surface pilot trying locate radio answer call concrete plant distracted crash vehicle left gable vehicle turn right side happens copilot hit right hand fragment broken glass window right side vehicle
351,2017-03-08,Country_01,1,Mining,5,V,Male,Third Party,Vehicles and Mobile Equipment,"When the scoop was heading from Rpa 910 to the cut-off point of the Cro 861 South to be unloaded, it visualizes a truck that was parked with the lights and the engine ignited inside the thrust - where the Scoop found accumulating dismount-; the operator stops the Scoop and gets off to tell the driver of the truck to leave and when he finds no one he decides to go and look for the driver at the top of Cro 861 South, where he can not find it; Then he returns to his Scoop and at 15 to 20 meters visualizes the light of a lamp shining in the direction of the gable, when approaching, he finds the deceased lying on the side of the Scoop and proceeds to give immediate notice to the supervisory of the shift, control center and emergency center.",2017,3,8,Wednesday,10,1,scoop heading rpa cutoff point cro south unloaded visualizes truck parked light engine ignited inside thrust scoop found accumulating dismount operator stop scoop get tell driver truck leave find decides go look driver top cro south find return scoop visualizes light lamp shining direction gable approaching find deceased lying side scoop proceeds give immediate notice supervisory shift control emergency
352,2017-03-09,Country_02,5,Metals,1,III,Male,Third Party,Machine Protection,"Employee was performing maintenance on filter press, in the Filtration area (GRS). When he dismantled the hose clamp in a turning motion, he had contact with the burr of the tip of one of the screws that was exposed, causing him a cut in his glove and wound in the 3rd quirodactilo of the left hand.",2017,3,9,Thursday,10,1,maintenance filter press filtration grs dismantled hose clamp turning motion contact burr tip screw exposed cut glove wound rd quirodactilo left hand
353,2017-03-10,Country_01,3,Mining,2,IV,Male,Third Party,Individual protection equipment,"In the Nv. 2930 - Chamber of accumulation of aggregates: When the worker, made the cast of shotcrete towards the crown of the work, at 2:00 p.m. he perceives discomfort and fogging of the full face, then decides to take it off and chooses to use only his safety glasses for comfort to continue with the thrown shotcrete, at 3:45 p.m. suffers the projection of shotcrete rebound particles in the left eye.",2017,3,10,Friday,10,1,chamber accumulation aggregate : worker cast shotcrete towards crown perceives discomfort fogging full face decides take chooses safety glass comfort continue thrown shotcrete suffers projection shotcrete rebound particle left eye
354,2017-03-15,Country_03,10,Others,1,I,Male,Third Party,Venomous Animals,"Team of the VMS Project performed soil collection on the Xixás target with 3 members. When the teams were moving from one collection point to another, Mr. Fabio was ahead of the team, stinging behind Robson and Manoel da Silva. near the collection point were surprised by a swarm of bees that was inside a I play near the ground, with no visibility in the woods and no hissing noise. Fabio passed by the stump, but Robson and Manoel da Silva were attacked by the bees. Robson had a sting in his left arm over his uniform and Manoel da Silva had a prick in his lip as his screen ripped as he tangled in the branches during the escape.",2017,3,15,Wednesday,11,1,team vms project soil collection xix target member team moving collection point another fabio ahead team stinging behind robson manoel silva near collection point surprised swarm bee inside play near ground visibility wood hissing noise fabio passed stump robson manoel silva attacked bee robson sting left arm uniform manoel silva prick lip screen ripped tangled branch escape
355,2017-03-15,Country_03,10,Others,1,I,Male,Third Party,Venomous Animals,"Team of the VMS Project performed soil collection on the Xixás target with 3 members. When the teams were moving from one collection point to another, Mr. Fabio was ahead of the team, stinging behind Robson and Manoel da Silva. near the collection point were surprised by a swarm of bees that was inside a I play near the ground, with no visibility in the woods and no hissing noise. Fabio passed by the stump, but Robson and Manoel da Silva were attacked by the bees. Robson had a sting in his left arm over his uniform and Manoel da Silva had a prick in his lip as his screen ripped as he tangled in the branches during the escape.",2017,3,15,Wednesday,11,1,team vms project soil collection xix target member team moving collection point another fabio ahead team stinging behind robson manoel silva near collection point surprised swarm bee inside play near ground visibility wood hissing noise fabio passed stump robson manoel silva attacked bee robson sting left arm uniform manoel silva prick lip screen ripped tangled branch escape
356,2017-03-15,Country_02,8,Metals,2,IV,Female,Employee,Chemical substances,"During the preparation for the solubilization activity of the sample in the chapel, the maid when moving the vial of nitric acid, the same detached from the doser, causing projection in the region of the face and upper limbs.",2017,3,15,Wednesday,11,1,preparation solubilization sample chapel maid moving vial nitric acid detached doser projection region face upper limb
357,2017-03-18,Country_01,3,Mining,5,V,Male,Third Party (Remote),Power lock,"During the activity of changing conveyor belt 11B feeding the primary mill No. 2; the mechanic entered the discharge chute (0.75 x 0.75 x 0.80 m.) to clean the material, at which time the automatic sampler (0.30 x 0.25 m) that was inside the chute was activated, trapping the mechanic at the height of the chest. At the time of the accident the mechanic was alone in the work area.",2017,3,18,Saturday,11,1,changing conveyor belt b feeding primary mill mechanic entered discharge chute clean material automatic sampler inside chute activated trapping mechanic height chest accident mechanic alone
358,2017-03-22,Country_01,6,Metals,5,V,Male,Third Party (Remote),Power lock,"Being approximately 20:57 hours of 03/22/2017; during the change of cables between the Z-332 power cell (locked cabinet) and the Z014 transformer; there is a loud noise followed by an oscillation of the electrical system. At that moment the collaborator Queneche of the company EISSA is found on the floor with his head inside an adjoining cell Z-132 (cabinet Not blocked - where he was not assigned to do any work), after having received an electric shock .",2017,3,22,Wednesday,12,1,hour change cable z power cell locked cabinet z transformer loud noise followed oscillation electrical system collaborator queneche eissa found floor head inside adjoining cell z cabinet blocked assigned received electric shock
359,2017-03-25,Country_01,3,Mining,2,V,Male,Third Party,Vehicles and Mobile Equipment,"When the Mixer 01 of the E.C.M INCIMMET S.A, moved by the positive south ramp, with direction to surface (Unicon concrete plant), at the height of the 3630 (Before 440), the operator observes that untimely lights and the engine go off, the control controls do not respond and the equipment starts to reverse. At 3 meters the operator jumps out of the cabin and at 20 meters the team hits the right gable and turns to its side left. In the area, in the circumstances of the event there was no presence of personnel or equipment that could have been affected.",2017,3,25,Saturday,12,1,mixer ecm incimmet sa moved positive south ramp direction surface unicon concrete plant height operator observes untimely light engine go control control respond equipment start reverse operator jump cabin team hit right gable turn side left presence personnel equipment could affected
360,2017-03-25,Country_03,10,Others,1,I,Male,Employee,Others,"The technician was doing the magnetometric survey when he stepped on a thorn. His reaction was to immediately retreat, losing his balance and so the magnetometer's antenna broke.",2017,3,25,Saturday,12,1,technician magnetometric survey stepped thorn reaction retreat losing balance magnetometer antenna broke
361,2017-03-31,Country_02,5,Metals,1,IV,Male,Third Party,Fall prevention,"Employee reports that he assisted the maintenance activity in Tower 09, in Electrolysis, when he stepped on the GRP grid (Polymer with Glass the floor moving, causing it to fall. The event took place in 3 stages: 1) Displacement and fall of the floor in the span when receiving the effort; 2) Employee fall to about 1.60m below the GRP floor, on the side of the gutter below the floor, supporting the structure; 3) Employee fall to the lower level, about 2.35m below the GRP floor.",2017,3,31,Friday,13,1,report assisted maintenance tower electrolysis stepped grp grid polymer glass floor moving fall took place stage : displacement fall floor span receiving effort fall grp floor side gutter floor supporting structure fall lower level grp floor
362,2017-04-04,Country_02,5,Metals,1,III,Male,Employee,Chemical substances,"Employee reports that he was supervising an activity in the Ustulation, near the Ball when a projection of hot humped dust from the upper floor reached his cervical (""neck"" region), causing a first degree burn.",2017,4,4,Tuesday,14,2,report supervising ustulation near ball projection hot humped dust upper floor reached cervical neck region first degree burn
363,2017-04-05,Country_02,5,Metals,1,IV,Male,Employee,Suspended Loads,Employee performed the task of hoisting big-bags containing waelz oxide and after performing several hoistings the employee suffered a low-voltage electric shock when contacting the hoist when attaching the handle of a big-bag on it.,2017,4,5,Wednesday,14,2,task hoisting bigbags containing waelz oxide several hoistings suffered lowvoltage electric shock contacting hoist attaching handle bigbag
364,2017-04-07,Country_02,2,Mining,1,III,Male,Third Party (Remote),Others,"Employee moved toward the structure of post 10, when it came to step in false, suffering twisting in the left ankle.",2017,4,7,Friday,14,2,moved toward structure post step false suffering twisting left ankle
365,2017-04-04,Country_03,10,Others,1,I,Male,Third Party,Venomous Animals,"On 04/04/2017, around 13: 30hs, during the current sediment activity the collaborator Warley took a bee sting in the neck, the same was using the screen, but the bee entered the bottom of the screen . After the sting the team decided to leave the workplace due to the presence of other bees. The collaborator had no reaction and continued to work normally.",2017,4,4,Tuesday,14,2,around : h current sediment collaborator warley took bee sting neck using screen bee entered bottom screen sting team decided leave workplace presence bee collaborator reaction continued normally
366,2017-04-06,Country_01,6,Metals,1,II,Male,Third Party,Others,"The industrial cleaning worker Cristian was performing the cleaning activity of the gutter, striking with a walls of the same, to remove the solid solution that is formed. In that At the moment the operator's hands slide and impact on the edge of the gutter, causing a blow on the little finger of the left hand.",2017,4,6,Thursday,14,2,industrial cleaning worker cristian cleaning gutter striking wall remove solid solution formed operator hand slide impact edge gutter blow little finger left hand
367,2017-04-07,Country_01,3,Mining,1,IV,Male,Third Party,Fall prevention,"At level 3790 (formerly level -280), the hydraulic filling personnel performed the installation of 4 ""diameter HDPE pipe through the ventilation chimney with the help of a 4-yard scooptram that held and pushed the end of the pipe. pipe (100 meters in length). At that moment the pipe gets stuck on the edge of the chimney causing the pipe to form an arc at the height where the injured worker was, who signals with the light of his lamp to the operator of the scooptram to stop and when trying to retire from the line of fire, the worker loses balance by light contact with the pipe causing fall at the same level.",2017,4,7,Friday,14,2,level formerly level hydraulic filling personnel installation hdpe pipe ventilation chimney help yard scooptram held pushed end pipe pipe length pipe get stuck edge chimney pipe form arc height injured worker signal light lamp operator scooptram stop trying retire line fire worker loses balance light contact pipe fall level
368,2017-04-10,Country_02,2,Mining,1,II,Male,Third Party,Chemical substances,"Employee to perform painting of the floor of the fuel tank area, he needed cleaning, and by pouring water-thinner on the floor, the bucket slipped out of his hand and the mixture projected onto his left shoulder and lower lip, causing redness and burning.",2017,4,10,Monday,15,2,perform painting floor fuel tank needed cleaning pouring waterthinner floor bucket slipped hand mixture projected onto left shoulder lower lip redness burning
369,2017-04-08,Country_03,10,Others,1,I,Male,Third Party,Venomous Animals,"During the execution of the soil sampling task at the Potions area, around 1:15 pm, Luis - WCA, was opening with a machete and was bitten by a wasp on the back of his right hand, the same was using at the time of the incident all the EPIs needed for activity. The employee was evaluated by the technician who found it to be a mild and localized swelling wound. The employee reported that he did not feel any pain and that he could continue the activity.",2017,4,8,Saturday,14,2,execution soil sampling task potion around luis wca opening machete bitten wasp back right hand using incident epi needed evaluated technician found mild localized swelling wound reported feel pain could continue
370,2017-04-11,Country_01,3,Mining,1,IV,Male,Third Party (Remote),Electrical Shock,"In the tower N ° 6 of the old 50 KV LT (disabled and de-energized and 90% dismantled) located in the city of Pasco, the last profiles of the base of the tower previously disassembled were cut, using oxyfuel equipment , at 11:45 am, the Proingcom security supervisor and the foreman, who were on the outside of the fenced area supervising the activity, indicate the stoppage of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. During the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a fright, which caused the staff to throw themselves to the floor inside the area, then proceeded to leave the work area by his own means through the ladder. Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers.",2017,4,11,Tuesday,15,2,tower n old kv lt disabled deenergized dismantled located city pasco last profile base tower previously disassembled cut using oxyfuel equipment proingcom security supervisor foreman outside fenced supervising indicate stoppage evacuation refuge orange alert indicated detector storm evacuation last inside fenced loud sound heard provoking fright caused staff throw floor inside proceeded leave mean ladder apparently loud sound would correspond electrical discharge cable guard pass old tower
371,2017-04-11,Country_01,3,Mining,1,IV,Male,Third Party (Remote),Electrical Shock,"In tower N ° 6 of the old 50 KV LT (disabled and de-energized and 90% disassembled) located in the city of Pasco, the cutting of the last profiles of the base of the tower previously disassembled was carried out, using oxyfuel equipment, at 11:45 a.m., the safety supervisor of Proingcom and the foreman, who were in the external part of the fenced area supervising the activity, indicate the paralysis of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. During the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a scare, which caused the staff to throw themselves to the floor within the area, then proceeded to leave the work area by their own means through the staircase. Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers.",2017,4,11,Tuesday,15,2,tower n old kv lt disabled deenergized disassembled located city pasco cutting last profile base tower previously disassembled carried using oxyfuel equipment safety supervisor proingcom foreman external part fenced supervising indicate paralysis evacuation refuge orange alert indicated detector storm evacuation last inside fenced loud sound heard provoking scare caused staff throw floor within proceeded leave mean staircase apparently loud sound would correspond electrical discharge cable guard pass old tower
372,2017-04-11,Country_02,7,Mining,1,II,Male,Third Party (Remote),Others,"At the end of the concreting activity, the employee turned off the concrete, and when rolling the handle to make the return of the equipment warehouse the same bumped the tip of the mangote in the inferior lip causing hematoma.",2017,4,11,Tuesday,15,2,end concreting turned concrete rolling handle make return equipment warehouse bumped tip mangote inferior lip hematoma
373,2017-04-13,Country_01,1,Mining,1,II,Male,Employee,Others,"During the marking of the management points, the supervision and the breeders enter the work to carry out the ventilation inspection, for which the surveying work stops to turn on the fan and proceed with the air flow measurements. When the fan is turned on due to pressure, it breaks the fastening points of the toe and the sleeve falls to the floor generating a chicoteo from gable to gable, product of the chicoteo a fragment of the aggregate of the shocrete is projected on the face of the injured person producing the injury.",2017,4,13,Thursday,15,2,marking management point supervision breeder enter carry ventilation inspection surveying stop turn fan proceed air flow measurement fan turned pressure break fastening point toe sleeve fall floor chicoteo gable gable product chicoteo fragment aggregate shocrete projected face injured person producing injury
374,2017-04-12,Country_03,10,Others,1,I,Male,Third Party,Venomous Animals,"During the execution of the service of opening of pricked for the future works of IP, around 15:30, the employee Pedro second in the line of the equipment, was stung by a wasp in the right portion of the neck. The beetle, being of small size, was not seen by the employees in the bite, causing the employee's shock against the insects that were manifested. The employee used all the PPE's required for the activity to be developed. The bite occurred over the collar of the shirt and over the face shield. The technician responsible for performing the work evaluated the sting and, together with the injured employee, found that because it was a localized swelling and that there was no allergy, there would be no need to paralyze the activity, which it followed normally.",2017,4,12,Wednesday,15,2,execution service opening pricked future work ip around pedro second line equipment stung wasp right portion neck beetle small size seen bite shock insect manifested used ppes required developed bite occurred collar shirt face shield technician responsible evaluated sting together injured found localized swelling allergy would need paralyze followed normally
375,2017-04-23,Country_01,4,Mining,1,III,Male,Third Party,Others,"In moments that Mr. William carried out the inspection of the cut of the Block 781 Level 1850 OB6A, so that the loading platform could be realized, in instants that observed the drills positive radial ones that were covered and shotcreteados, he hears a noise from the upper part of the pit (detachments of banks at the center of the pit), to which Mr. William goes back to leave work, but his metatarsal boots makes contact with a rock that was on the floor which causes it to lose balance and stumble on the gable.",2017,4,23,Sunday,16,2,william carried inspection cut block level oba loading platform could realized instant observed drill positive radial one covered shotcreteados hears noise upper part pit detachment bank pit william go back leave metatarsal boot make contact rock floor cause lose balance stumble gable
